评论时间,IP,用户ID,昵称,评论,评分
1447344000.0,未知,c9f77f64-894c-486d-a6d3-a200d4191831,139****6128,很满意，1元订票还有红包景色很美，不太好满意的是景区蝴蝶谷有施工把路给封住了，只有坐索道的份。,10
1443715200.0,未知,d3ec183e-bde0-457a-8097-bb9f1030b121,158****5544,景点一般，没想象中的好，服务区人员很热心回答问题，昨天去有大风，超冷建议带羽绒服！,6
1440432000.0,未知,77399845-3aad-4a4d-877a-adaac3f310ff,136****6396,取票挺顺利的，确实不错！就是当天天公不作美，下雨又下冰雹的有些影响了游玩心情。,10
1504972800.0,未知,3ed4a188-1466-40cb-a9bd-ef1b535b392d,zanlwh,好！套票没优惠，只能买单个门票，景区再买索道票。,10
1440432000.0,未知,55b6cb3a-1792-4a34-beeb-b9a8ee41731c,180****8828,同程套票给力，出票很快。坐中灵索道很有必要，不然既费时又费力，且这段路上没什么好风景。,10
1416067200.0,未知,t-8d912be0-4be6-4ac3-904a-ba839c8111e3,136*****906,很美，就是太冷~秋天适合爬第一段不要坐索道，枫叶很美。第二段由于海拔太高，许多树木已经枯萎，无景可看,10
1407168000.0,未知,t-685f22dd-7275-4e1a-9c70-6263973bc772,135*****124,很适合出去走走的地方，山上的景色很美还在山上住了一晚看了日出下山的,10
1476288000.0,未知,caf313f4-2af0-4fd0-ad26-96272f5acbe7,13951mpmyih,同程取票方便，老君山十里画屏风景不错，追梦谷还要加强基础设施。上山索道价格稍贵，十一假期一定要赶早。,10
1377619200.0,未知,t-368a445c-3e51-46cf-a7fa-1a0bd99b8e71,138*****289,老君山不错，适合两日游，因计划不周，匆忙的玩了一天，全家感觉还可以，两日的话景点就游览全了,10
1398009600.0,未知,t-f83db6bf-38ef-43b4-a334-ae15f0ddbcbb,186*****234,这个地方真心不好玩，虽然没有花门票，但是光索道就坐了一百几十块，就是爬山，啥都没,10
1440172800.0,未知,6a60b712-efad-44d4-b45e-5f777e6661f4,137****5779,早就听说老君山景色怡人，这次端午小长假和父母一起自驾游，感觉非常好，不虚此行。,10
1443888000.0,未知,9c688836-f9da-421b-adf3-e59a7075427c,139****0092,上月来啦一次，这月又来了，很棒，特别是十里花屏,10
1412524800.0,未知,t-257b48f4-2693-4e2f-9791-f4b1f81a23bf,150*****001,环境好，风景优美，到了山顶有种心旷神怡的感觉，美到有点意外，有机会还会经常去。,10
1396195200.0,未知,t-7a74ccea-1040-4e1c-9f62-f9a616dc1a56,137*****188,那个累啊，走的是水路，体验了饥寒交迫，亲们一定要顺山路上啊，开心啊，哈哈哈,10
1442419200.0,未知,77e53178-932c-4f67-8214-09fb14e10ab9,135****3906,索道落差挺高，在空中感觉很不错的，有时间可以走无人区挑战自由，景色很美，可称奇峰。,10
1451059200.0,未知,8db77fc0-2001-44c4-ba23-3b76386a2c37,186****7121,景色不错，就是去的时候好冷，没什么人…如果是夏天去应该会更好，不过毕竟现在那么便宜n,10
1459958400.0,未知,9100fab3-1c62-455d-8c70-35f115c66c65,135****8990,山真的特别高，爬了六个小时才上到山顶。景色优美，就是一天上下太累了。,10
1440345600.0,未知,3bb65405-77ca-483a-a4e1-d0b75043a7fa,186****9996,很方便，不小心点成23号的票了，去问了售票员后22也让领了，很好，满意,10
1424707200.0,未知,t-713fd992-93d6-42f3-9e1a-cc236aa977f7,3E13DB0C0F5E9D18,不错，很好，最好从追梦谷步行道上山，千万别从老君像左侧上（景色一般），索道下山,10
1410105600.0,未知,t-60c810b0-018b-49a0-a794-b7c50825b15b,138*****281,景区东西真贵，去的时候下雨，到山上什么都看不到，全是雾，光缆车都花130每人。,10
1461340800.0,未知,3db11678-6fa8-402e-b129-eb55db56b67b,135****9018,景区设施比较完善，挺不错的...索道很给力..就是没有爬到山顶..下次来一定爬到山顶....,10
1485792000.0,未知,fa777c33-f344-49c9-aa69-75ca6020af30,开着兰博基尼捡破烂,妈的，玩过之后要走的时候这里的人挡在路上不让走，这是玩的最**的恼火的一次，在也不会来啦,3
1444060800.0,未知,8ae30686-68f1-444c-9df6-0806ed908b6c,158****5363,我是陪着父母去的。景美心情靓。只是天不作美。如果有机会，还要再去一次,10
1439740800.0,未知,e68c692d-43be-4c57-b629-1e1a8a9b2bfc,135****9161,很不错的一个景区，凉快，是度假避暑的好地方值得去,10
1456329600.0,未知,495a978b-0a63-40d9-9b19-28a4a6cb05e3,136****5026,路上小心，车太多了堵**了，1km走了半小时，千万周末别出来玩。,6
1447516800.0,未知,7c84da93-3600-42de-8fb5-f7f475bdc319,137****1271,很好，景色很美！景区人员也很好！东西卖的也不是很贵！活动力度好大！,10
1407945600.0,未知,t-b740c517-d6a3-4de0-afd7-f832f6f0b2d7,137*****257,还好吧，德有时间，慢慢看。在这提个建议给景区，因为在最高峰那有许多飞蚁，影响了观景。，,10
1396627200.0,未知,t-7cfd4bbb-131c-4402-90bc-43aa548765d2,186*****993,景色挺美，如果过了夏天来会更好些，树会更绿，水会更多些！总的来说还可以！,10
1443801600.0,未知,f4a2f28e-77d5-4582-bd82-c955a5b40284,133****8803,非常顺利而愉快的旅行！这样订票很划算还方便快捷 ，以后出去玩还用同程定票！,10
1443715200.0,未知,a872f7a4-3708-4cf3-bc5a-190d2e8491af,136****9669,10月2日上山，人不算多，不过景色确实迷人，今天天气晴朗，没看到云海，到晴天景色一样迷人,10
1443974400.0,未知,c93a33cb-f967-4f98-8bb1-00f72e16c3a8,138****1111,老君山挺大，景点最美的十里画屏可以说是北方最美的，远眺金顶气势磅礴，雄伟壮观，绝对不虚此行！,10
1409155200.0,未知,t-ddef0759-4643-445e-9d1b-e9f1fb7b0f1e,150*****880,景色很美。   特别是十里画屏 .值得朋友们观看。,10
1412870400.0,未知,t-e3c9d8d8-24f8-418d-96f2-7c007f730627,138*****177,去老君山玩，一点也不后悔，值得游玩的好地方😄😄。,10
1476288000.0,未知,13b83fcd-8d80-426f-b1d5-4ddc1e2fcca0,13951mpmyih,同程取票方便，老君山十里画屏风景不错，追梦谷还要加强基础设施。上山索道价格稍贵，十一假期一定要赶早。,10
1470499200.0,未知,daa16c1f-01ce-45ba-b7b4-0c7e17ca0d53,同程会员_27AA36713D8,风景不错，中灵索道不坐会很远，坐完中灵索道上山一小时就走到顶了。山上很凉快，十里花屏风景不错。,10
1398700800.0,未知,t-eb5ad871-6d91-419d-b982-3e5067c269b8,186*****112,十里画屏确实值得一看，不过要经两道索道才能上去，而两道索道价格又不菲（第一道往返100，第二道往返65）。,10
1443283200.0,未知,52d49a5c-7564-4393-bcf5-f5fc8ec0728d,158****9032,老君山真是不错，跟公司人一块去的，很开心，我们都玩的很好！下次有机会再去体验一把！,10
1407168000.0,未知,t-aca8214d-93ab-4868-9ddd-8cb3e4090d11,138*****436,景色很美，空气清新，避暑胜地。正好赶到周末，索道排队的人很多,10
1412352000.0,未知,t-faa99035-b226-4c14-a037-b9b87086306b,138*****065,等缆车等的很郁闷，国庆长假出游就是人多。老君山的景色很不错，值得一看。,10
1438704000.0,未知,t-4763ec54-2348-4065-a8be-d176fb7fc702,135*****501,下了高速，十分钟就到售票中心，很方便呦。网上购票省省省,10
1414857600.0,未知,t-4903e839-9469-4e7c-aa41-e496768dda3a,135*****191,很好，景点不错，我这几天正想老君山，正好同程一元票，实现了我的梦想。,10
1488124800.0,未知,1faa70ad-7452-46d1-b364-39c8beaecc31,高小寶,坐索道上山很方便 但还是爬一段路 但是看到那么美的风景也值了 十里画屏 值得一看,10
1440345600.0,未知,8b4914ed-189b-4f53-b03b-f22a5f14e4e7,139****4578,朋友推荐的，带着一家老小坐了两段索道上到山顶，气候宜人，景色秀丽，人文景观也很漂亮，强烈推荐！,10
1443974400.0,未知,44c1a1ac-111b-45c6-a29c-693fde010152,139****9385,风景确实不错，带着孩子玩了两天，孩子玩的很高兴，不虚此行。,10
1408464000.0,未知,t-ade37433-938b-41d2-a645-82efb126facb,136*****069,真的很美，壮观，云雾萦绕，仙境一般，同程票价实惠，值得一去，取票方便快捷，总之很不错，满意,10
1447776000.0,未知,401612d9-e8ab-4180-b7d8-750775336645,138****9617,景点非常好，空中栈道，高山峰林，可惜没看到雲海。追梦谷的水景也很美。,10
1475856000.0,未知,3696d347-748c-4311-a16e-d90b79b9f6aa,AC5EFF4AF49E2B42,风景不错，太高啦，我们全家，爬了一半，太累了，没上去，有点可惜，有机会还去,10
1418745600.0,未知,t-75302d8b-3f70-4819-b1be-95e7b709fc04,153*****100,"景点景色不错，可惜山上有雪，路滑没上到山顶,有机会还会去，一定要登顶。",10
1428422400.0,未知,t-83175eff-4fc1-4fa2-a10e-1a9f4797908c,75E54386055D5FE3,走高速很方便，指示路牌标志清晰，停车场很大，旅游环境满分,10
1412524800.0,未知,t-79c1261d-d5eb-4808-8694-e504e9aba20f,137*****083,老君山磅礴大气，气势恢宏，十里画屏景色优美，真是修身养性，居家旅游的好去处，有空还回去。,10
1377014400.0,未知,t-b706c98f-9675-4e8f-9824-308e5e3bbb45,156*****876,玉皇大殿金壁辉皇，玻璃观景台，胆颤心惊，景色秀美比黄山 ，高山峻险似阿凡达世界。,10
1408982400.0,未知,t-3d141d91-9eac-456f-aaf0-f57d0fe26b16,139*****288,老君山，真的很不错，景色美，服务设施周全，很值得看。,10
1410883200.0,未知,t-cb5b7606-884c-4c4e-a2d5-c45603e2b4f9,138*****980,老君山非常漂亮，可惜天不作美下雨大雾，下个月要再去一次！同程网订票方便便宜，比在景区现场买票还要方便，超赞！,10
1476028800.0,未知,13beed79-3156-4408-b491-bb32e008dc10,同程会员_03304FB0A93,景色不错，也很干净，景点售货不欺人，为河南风景点赞！明年还会再来。,10
1398528000.0,未知,t-d6ba9afc-56cd-4a00-b180-7f1fd8c32243,156*****850,确定不错 同程也很给力，还有是张姓人氏可以免门票的哦！很满意的一次出行 还会再来的,10
1383580800.0,未知,t-a857501e-d80b-49c4-99d6-a5fa810c6cfe,136*****354,景点不错，非常值得去玩，有机会还准备再去一次。。,10
1504368000.0,未知,2fdb2bd0-2ccc-4451-becf-cc36101e9ac5,同程会员_53230EA0765,太棒了！秒**的价格，山比较大，我们是从老君山上，从欢乐谷下来，中间为开发的区域特别好！,10
1381852800.0,未知,t-c6aed379-3db0-4bdb-a118-1fea4d3afa01,137*****270,一大家子人去的，购票很快捷，没有排队景区玩的很舒心,10
1428422400.0,未知,t-83175eff-4fc1-4fa2-a10e-1a9f4797908c,75E54386055D5FE3,走高速很方便，指示路牌标志清晰，停车场很大，旅游环境满分,10
1504972800.0,未知,c7c8a75a-adaf-493b-bd56-15c85ceeb945,zanlwh,订票方便，就是优惠太少，和别的家没啥区别。老君山景色很好，要玩好最好用两天时间。,10
1476028800.0,未知,913f13ed-2b3d-46ab-bf17-c2a05baffc8e,C8C65F741D555701,景很美，山峰各异，惊叹大自然的鬼斧神工，景点服务很好，赞一个,10
1477584000.0,未知,3ad4cdf7-f362-4726-b05d-92f47ffcb3af,大眼龙,赶上了大雾，照相效果不好，但风景确实漂亮，值得再去一次,10
1425225600.0,未知,t-63249a81-c901-43de-8f95-69a2d1cc5083,zoe的adda,现在还有雪，挺好玩的，就是山上路标很少。下山是一路滑下来的。哈哈:-),6
1408723200.0,未知,t-ae2ce19d-4709-4d70-b036-122b2fa28fda,135*****389,很好，取票很方便，景色也不错，还看见了云海，👍,10
1407254400.0,未知,t-159847b8-bb70-46b4-9611-44d4b0794385,187*****610,老君山出乎意料的好，同程取票很方便，套票省了不少钱，好评。。。,10
1380902400.0,未知,t-14ef17bc-f61d-4b0c-8567-60e9eb0e1c20,158*****139,服务不错！网上订票很方便，如果能多优惠一些就好了!,10
1445270400.0,未知,f913acd1-794b-487c-9976-51872bbedb51,131****7852,景区还不错  住宿在景区里面  时间短的朋友建议坐索道,10
1398009600.0,未知,t-176c5606-d353-49c3-a045-d16f98dd188d,159*****336,老君山景区漂亮，设施齐全。建议两天轻松游。感谢同程提供的优惠活动！,10
1412524800.0,未知,t-f9b17065-4f4e-499c-9010-7d621771a15f,152*****566,很好，就是带着孩子没登上山顶，以后还会再来的，景致不错,10
1443888000.0,未知,54a0f3ff-d8d8-445e-9ec6-101fc99726b7,150****2080,只是天公不作美下午爬山时下起了雨，孩子们没有看到山顶最美的景色。,10
1503590400.0,未知,9eab7b34-5978-4914-911f-dc41c3595dc9,同程会员_46132520996,29.9秒**了门票！真的很实惠…再买了索道的票…,10
1413216000.0,未知,t-23c51b83-4e04-47db-9872-233725f343cd,138*****551,老君山上风景非常漂亮，可惜我们去的时候是阴天，后来还起了大雾！,10
1502726400.0,未知,8fe8cc5b-cf5f-4a77-8a29-af24d4ad8e28,xsqx2002,秒**的，超值呀。景色也美。特别是十里画屏。,10
1456329600.0,未知,eaa58e19-c675-4f25-b09a-3b40a82c9a7c,133****5078,交通太不方便！！！淡季来的，，什么都不方便,6
1502035200.0,未知,48492245-1bf3-4672-8836-4d252f913fac,E68EA8E206ED3B21,每张票比景点省了12块钱，山里真凉快啊，景色真美，下次还来！,10
1398614400.0,未知,t-b27eb15a-dc64-4880-8b4e-04c6833f9792,131*****666,第二次去老君山了，风景独好，值。栈道处景色最美了。,10
1444060800.0,未知,8bf56978-1db3-4534-a32d-f0062a0e452b,189****0732,"风景很美,让人去了还想去哦,可以和张家界比比了",10
1419696000.0,未知,t-71a834f2-1d3a-4997-86ef-3e19ef141e6a,183*****893,很好，附近四面环山，离栾川县也很近，是一个值得一去的地方,10
1444320000.0,未知,8bb615aa-84cc-454a-9678-0ed175de8ce0,153****6163,很不错的景点，到了山顶真可谓到了人间的仙境太美了！,10
1471190400.0,未知,f5d92118-5be7-4f6b-bb5b-6e16a84db033,41F444A97C760082,领票迅速，儿童1米4以下门票和索道全免，赞一个。,10
1440086400.0,未知,789114a6-e50f-4eb8-977f-a712662ef546,130****2887,去的时天阴下雨，雾多，云多，不过景点不错。,6
1413043200.0,未知,t-a7c64354-5983-40fe-aa5d-67b03f7565ca,136*****075,景区很美，很身心愉快的一次旅行，父母孩子都很满意，有机会还会再来！,10
1414944000.0,未知,t-17c80cf4-aaa1-479e-9477-2768dac60af6,156*****338,同程取票很方便，坐了缆车，风景很美，山顶风大，玩儿的很开心。,10
1446393600.0,未知,45ae90f3-4d8a-433a-9b3a-c95bcf71d07a,同程网友,整体不错，唯一美中不足的是说是一元钱门票，结果收了六块，也没返红包,6
1645804800.0,未知,24275b76-7190-4f6e-a656-40d69d20d9d8,李城明,风景非常美。还想在去次。远赴人间惊鸿宴。一睹人间盛世美,10
1456329600.0,未知,77cc63ef-46f2-4f18-ae4b-b4bd74d65300,186****1347,现在是游玩淡季 人不多 当地人多 基本上都是奔着去烧香去的！,6
1412697600.0,未知,t-b07c235c-3fb6-4515-a6dc-457f0db8ae7a,131*****343,网络购票很方便，不用在购票厅排半天队，可以节省时间游玩。,10
1499097600.0,未知,7f073dc6-0da9-4799-8227-d19ef46f3be6,同程会员_675D575BAB8,取票方便，景区管理良好，交通好，景色好!,10
1407427200.0,未知,t-4d9af974-1e5f-43b2-8b77-cfc87d301ec6,187*****836,非常不错，云雾缭绕，山上风景独好！有机会再去！,10
1427558400.0,未知,t-bdebe91a-b381-47d4-9aa7-0d0cb6d4da2b,6B9CD9C2A614EC72,一元超值，该景区晴天时一定要去，险、崚、奇、壮观！,10
1396972800.0,未知,t-88ee4df9-2293-4faf-b8cc-6fa20e96b93c,139*****769,游览全部景区需要安排一天的时间，不然的话就有点走马观花的感觉。,10
1437321600.0,未知,t-97af632c-9d6b-4a7b-a2ec-e6c3884e0013,139*****705,地方不错，交通方便，景区服务也比较人性化。,10
1640793600.0,未知,1664313b-98a5-4eec-a77c-6e50684d1aac,同程会员_98454BE51F0,第一次体验就觉得非常满意，确实是来放松的好地方，今后会常来的,10
1441296000.0,未知,1abd5b55-e9a6-4512-8c1e-cc8d383f40c8,187****4868,景点景色不错，山顶云里雾里，很仙境，就是不建议雨天去！,10
1412179200.0,未知,t-1521579b-a2cc-4f36-9530-54db4274ce15,131*****553,海拔2200多米的山，风光秀丽，景色怡人，就是爬山爬的好累！总体来说不虚此行！,10
1424620800.0,未知,t-d42c1cbb-eda1-42fa-b9b2-0c2e95f47de2,8FC1C0F07F621CEE,很累，雪下得很厚，山顶风景很好，下山时路有点滑。,10
1429372800.0,未知,t-989a8292-c675-4364-ac91-5683ccf559e9,10B019573E4E522C,环境非常好，我们是下着小雨来的，雾蒙蒙，天山连成一片，好似人间仙境,10
1438790400.0,未知,t-f5d7a0be-5d71-4067-ad87-e5831a63fc7c,136*****921,给老人买的老人票，老君山全爬是肯定不行的，要坐索道，风景不错,10
1407945600.0,未知,t-6e33d2a0-366d-4789-8b46-9e3a23d05e64,158*****080,景色很美去的时候有点小雨到山顶看到了云雾蒙蒙真是人间仙境让人留恋忘返,10
1449244800.0,未知,4309304b-2872-46c2-b9d3-58f3f1a26b61,183****7313,基本设施不错，风景优美，空气清新，景点建设独特，是一个出门旅游的好去处,10
1647187200.0,未知,3cba8134-f2d9-4c05-a24f-5e03c2e6e959,沐彦少,我们趁着免门票🎫活动去的，周一下午到，周二登山，人还是不少。,10
1395936000.0,未知,t-3e929144-9075-406b-92d9-2f7e9d41d1f2,151*****226,带家人去玩，临时决定用同程订的票，优惠有方便,10
1410192000.0,未知,t-4e6fe48b-6df8-4653-ad39-f3517f914bd0,139*****255,同程订票超给力，正好赶上下雨，雨中山里景色太漂亮了,10
1412352000.0,未知,t-4aaae520-ede6-471e-8f0e-4237f55470db,156*****097,很开心的一次居家远行，感谢同程给予便利，老君山景色迷人。,10
1446393600.0,未知,4b6db87d-f5b1-451a-933d-3307887189c1,150****1966,老君山！太令人神往啦！不仅景色怡人，更主要的是神妙！,10
1424620800.0,未知,t-3deecdd0-64f3-40d0-8cae-e517647858ff,2D7AB76303892844,下雪了，没爬到山顶，不过其实雪景也不错，用心看哪里都是风景。,10
1413129600.0,未知,t-decf0083-e7f0-47c4-9835-828cbb070488,153*****999,呵呵，同程网购票就是方便，景点有点大，三天没有转遍，,10
1440000000.0,未知,edb37374-b72b-4b5c-a311-507082882037,135****3718,阴天雾太大，看不清，到处都一样，索道有点多价格高了点。,6
1398009600.0,未知,t-7913a4a3-f7bb-4864-be28-740c617f7ca8,135*****541,景点特别的漂亮，只是时间不够，要不一定要多留几天,10
1410105600.0,未知,t-d856758c-b0f5-449e-b612-3fa1935b34c9,176*****761,离得比较近，景区真的不错，风景很漂亮，里面有一大佛，山顶景观美,10
1444492800.0,未知,e6b36882-fc93-4280-878b-b38ba571d636,155****5666,同程定的，取票非常方便，还便宜15亢，风景太好了，还可以再来。,10
1459612800.0,未知,73684650-b58b-45c4-97b8-ff537745fad0,158****6161,景点内地标都没有   害我跑错路  累**了…,3
1442764800.0,未知,aa5a0e66-917d-4610-8006-e0f411a15a53,158****1260,下午去的，上山没有观光车，只能坐索道，山顶向下俯视风景很秀丽，,6
1446393600.0,未知,56cc6dfd-038d-4b54-a2aa-76df29391d83,155****3626,第二次去了，很漂亮的雪景，同程1元门票很划算，值得推荐,10
1505664000.0,未知,13c70fbd-460a-4414-bd8b-bdebec52d2f6,F7A1E398D92D8F36,门票太实惠了，影区应该去去。老君山是大自然留给河南人民最好礼物,10
1443974400.0,未知,68153590-a65c-463e-859e-ffa4d0a09c3f,150****2279,非常不错的景区。峰林仙境很奇秀。玉皇顶也很不错。就是索道有点贵。,10
1441641600.0,未知,ed0b8241-a70a-4cad-bb15-12441beed861,139****5051,好好玩  风景确实好看  没得不得了！！！！！,10
1470326400.0,未知,95b9db3b-59ac-41a4-ba21-333321ced27c,同程会员_3800638AFF0,不错，是个值得去的地方，喜爱拜佛的人更需要去了,10
1430668800.0,未知,t-ac93df7b-8e83-48f6-b8f9-f74695cfa319,F93C2F83BD6E62A5,交通方便，风景宜人，值得推荐。,10
1424534400.0,未知,t-a6ebff58-ce21-412c-bfea-c8ee35bd5377,9DC2E88AE00AE755,不错，挺好的，再去栾川高速直达不用走下边的公路了！,10
1444060800.0,未知,7a9b73b2-7d91-4475-88aa-f888d32657c7,133****7676,虽然下午，金顶风景看不到，但是寨沟太漂亮了，同样由于下雨，瀑布真壮观,10
1439395200.0,未知,7033537e-d338-4fec-82f7-f488f015bb13,138****6770,山美，山高，云漂亮，玻璃栈道太吓人了！值得一去！,10
1412438400.0,未知,t-ce2790f2-c0fe-4889-b386-bac448f5496a,150*****199,不是很好，没什么玩的，该走的时候才知道还有追梦谷。,6
1443801600.0,未知,8610e7fc-5bc0-4644-82df-e98bdc9c04a3,150****8818,感觉很不错，以后有机会还会去的，空气很好，云雾缭绕,10
1424620800.0,未知,t-e789c3ab-08b7-4ac9-9409-fb1a5247ee28,1A8DEA6AF184306C,不错，风景优美，非常值得一去，有机会夏天再去一次。,10
1398700800.0,未知,t-9bc777c9-271c-4ee8-9b63-6f915fcc21f7,153*****000,河南居然有这么漂亮的景点，和我同去的湖南朋友惊呆了！呵呵……,10
1442592000.0,未知,a5143e61-f3dc-41ca-9705-c9326edf8197,182****3905,山顶的景色真是太美了，还会再去的，大爱！,10
1477411200.0,未知,5ca8050e-adf4-4430-8293-a81050b9a5a4,同程会员_FBCE10D4D8A,在同程网上订票，到窗口换票很方便，以后都在网上订。,10
1413216000.0,未知,t-294c0bbc-7615-4129-b7fd-935155d5cc6b,138*****551,老君山有三个景：寨沟 追梦谷和老君山，前两个是有山有水，老君山是爬山！,10
1437321600.0,未知,t-07e3d6d2-9056-4f5c-b7f6-9b62fa7d8b88,186*****971,主要是爬山，坐索道，自然风景还不错，山上挺凉的。,10
1440000000.0,未知,f0b46d7e-615f-4fa1-94d9-0cdf89af132c,183****1999,同程上抢的39.9的到景点告知不能用，又不能退，无奈又订一张67的，骗人,3
1457625600.0,未知,dd1ccc49-ec74-4406-a578-809645ff026a,186****2972,老君山风景真的很美，这次去没玩过瘾，期待下次有机会再去,10
1443801600.0,未知,4c32e206-7127-4406-bc1c-075893cbc91b,136****3279,山上的十里画屏很好看，还有中灵缆车，高速的，又稳又快。,10
1428249600.0,未知,t-520e546d-fa42-42c4-9935-c988ceeb5580,152nlsds198,可惜高速上有大雾，等到了老君山又开始下雪了，没有爬上去，只好在山下面看看,10
1439481600.0,未知,b87960eb-d9bc-4cbb-af2e-3edd882ba7f4,135****9087,刚刚从老君山回来就业有一元门票了，不过同程还啊是很给力的,10
1441123200.0,未知,86f24902-9ca4-49fc-8252-221e69935284,159****9808,老君山风景不错。如果想省钱，可以坐以前老的索道，都能到山顶。,10
1470672000.0,未知,9942e829-6917-4317-b6a5-38e86084a1de,8B03C894BF5BDF8E,购票挺快的，当时人不多。景区的天空，白云，青山，庙宇都很好看。,10
1443801600.0,未知,e33fbca8-60ff-4699-91b0-a1c43c40fbc0,135****8113,老君山真的太美了！环境优美，挺拔壮观，景色怡人，意犹未尽。,10
1424707200.0,未知,t-b13b8138-70ff-4df5-9c68-a6fbbad71d6c,阿启0422,冬天去没啥玩的  路上还有雪  不过索道看景还是可以的,6
1408377600.0,未知,t-e3bd6def-5d28-4a63-b5ab-9671ead0acef,186*****198,老君山的风景不错，上到山顶看风景很美，如果身体不太好，最好买套票。,10
1449331200.0,未知,8ab05150-6af4-44c2-b2ca-609e7b18d6f6,158****4391,去的时候不对，景一般，想看雪中的山，云中的山，,10
1412524800.0,未知,t-782acb85-14a4-495e-afb0-a9d61a4783e9,152*****530,好高啊老君山，我们二号去的，天气很好，景色也不错。,10
1438704000.0,未知,t-0218e0b5-c1dd-4eea-bdfa-430038fdbf03,135*****400,值得去的地方  不虚此行  有机会带着家人再去,10
1412352000.0,未知,t-a66628a6-bbaa-42ef-ab18-ca59c31ece6b,139*****678,还不错，就是索道等的时间太长，有点贵，山顶景色迷人，值得一看。,10
1408896000.0,未知,t-89247768-274d-4957-942f-91cf8950deb6,138*****188,景点风景还好，就是上山下山的方向指示不明显，好多人不知道要走哪边。,10
1398009600.0,未知,t-03e16cd1-e44f-44fa-a411-414727edc0c2,138*****400,景点面积不小，一天时间要抓紧才能玩的好些。山上云多，没看过隐,10
1475596800.0,未知,f76696b9-ccc2-4ec9-a1eb-ac67c86aa14f,同程会员_E520698B4D7,景色很漂亮 爬山很累 下来没坐缆车，走了十九公里的盘山公路下来的。,10
1420992000.0,未知,t-2687f5e5-5d58-4d5c-9b96-a014847dd425,张世伟001,景色美到无法描述，上下山有缆车很方便，到夏天希望再去看一看,10
1471190400.0,未知,d6a276d1-680c-45cb-af00-da9738c5e45c,41F444A97C760082,取票方便，山上云雾缭绕，如似仙境，景随步移，美不胜收。,10
1505059200.0,未知,0f550176-c936-4499-af08-384fa8322450,13805rkwgpc,老君山比我想象中的好。风景优美。景区面积很大，需要很好的体力。,10
1444147200.0,未知,b16ceb05-5cab-4387-af77-9b62e0b0ad8f,139****2880,自然风景，壮观的云海。让小朋友欢快的滑道。非常值得一去的地方。,10
1438617600.0,未知,t-a8c95634-7913-479b-87d5-02b3010fda95,139*****632,山顶景色非常美。不过还是建议坐缆车上去节省力气看景色。,10
1475769600.0,未知,fdf72bbc-4289-47b6-930e-6b1c012ad944,3F40201C7064BC4C,旅游区服务很好很专业，人性化周到，希望一步提高做到全国第一！,10
1415376000.0,未知,t-0b2f44f8-8883-486d-85b0-eed7da35cea3,155*****008,风景不错，看到云海，不过没有登顶，有一点遗憾，下次还会再去的,10
1475856000.0,未知,bad83303-2a1e-40d2-ac28-3ed2447f49e1,5B66B0D34C0FE008,购票很方便，景区很一般，人很多，坐索道排了至少一个半小时的队。,6
1450195200.0,未知,90e0b615-230b-466d-86fc-42f4763d84c5,155****5087,环境不错   风景也很好   期待以后还能来n,10
1428422400.0,未知,t-1086630d-b311-4d70-a53d-5dd067cd594d,75E54386055D5FE3,老君山景区里很干净，购物场所整洁，种类齐全，不愧是5a景区,10
1398009600.0,未知,t-03e16cd1-e44f-44fa-a411-414727edc0c2,138*****400,景点面积不小，一天时间要抓紧才能玩的好些。山上云多，没看过隐,10
1412697600.0,未知,t-b4df109a-e122-4a68-a746-19b5bc9eff2b,158*****200,山太高了，累的小腿疼几天，但景色好美，值得一看,10
1444579200.0,未知,f1e48bb4-384c-44b9-9f4b-4a8f3c0bdab3,139****7885,风起云涌，栈道惊险，风景确实不错，只是没有适合的步道，只能坐索道上下，令人遗憾,10
1438704000.0,未知,t-0218e0b5-c1dd-4eea-bdfa-430038fdbf03,135*****400,值得去的地方  不虚此行  有机会带着家人再去,10
1408896000.0,未知,t-89247768-274d-4957-942f-91cf8950deb6,138*****188,景点风景还好，就是上山下山的方向指示不明显，好多人不知道要走哪边。,10
1376236800.0,未知,t-83363812-82b2-4907-ad2a-a48080e4cdd2,139*****005,山真的很高风景不错就是景区图标太少 不知道怎么走 ,10
1412179200.0,未知,t-00e51fb9-06bf-4186-bb59-cce2f9b27056,188*****939,天气不好下了点雨，不过增添了老君山中的灵气，玩得十分轻松。,10
1439481600.0,未知,b87960eb-d9bc-4cbb-af2e-3edd882ba7f4,135****9087,刚刚从老君山回来就业有一元门票了，不过同程还啊是很给力的,10
1412352000.0,未知,t-55382cf0-f604-4791-8c29-a3de0e658e12,139*****678,还不错，就是索道等的时间太长，有点贵，山顶景色迷人，值得一看。,10
1412524800.0,未知,t-782acb85-14a4-495e-afb0-a9d61a4783e9,152*****530,好高啊老君山，我们二号去的，天气很好，景色也不错。,10
1471190400.0,未知,d6a276d1-680c-45cb-af00-da9738c5e45c,41F444A97C760082,取票方便，山上云雾缭绕，如似仙境，景随步移，美不胜收。,10
1409068800.0,未知,t-cee73096-e4b8-4e14-8a7d-f3308c544c10,150*****119,风景优美，是一个放松自己，亲近自然的好去处，路程也不是太累。,10
1475596800.0,未知,f76696b9-ccc2-4ec9-a1eb-ac67c86aa14f,同程会员_E520698B4D7,景色很漂亮 爬山很累 下来没坐缆车，走了十九公里的盘山公路下来的。,10
